title,ingredients,ingredient
Sour Cream Coffee Cake,"['12 tablespoons (1 1/2 sticks) unsalted butter at room temperature', '1 1/2 cups granulated sugar', '3 extra-large eggs at room temperature', '1 1/2 teaspoons pure vanilla extract', '1 1/4 cups sour cream', '2 1/2 cups cake flour (not self-rising)', '2 teaspoons baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon kosher salt', '1/4 cup light brown sugar, packed', '1/2 cup all-purpose flour', '1 1/2 teaspoons ground cinnamon', '1/4 teaspoon kosher salt', '3 tablespoons cold unsalted butter, cut into pieces', '3/4 cup chopped walnuts, optional', ""1/2 cup confectioners' sugar"", '2 tablespoons real maple syrup']","['(1 1/2 sticks) unsalted butter at room temperature', '1/2 cups granulated sugar', '-large eggs at room temperature', '1/2 teaspoons pure vanilla extract', '1/4 cups sour cream', '1/2 cups cake flour (not self-rising)', 'baking powder', 'baking soda', 'kosher salt', 'light brown sugar, packed', 'all-purpose flour', '1/2 teaspoons ground cinnamon', 'kosher salt', 'cold unsalted butter, cut into pieces', 'chopped walnuts, optional', ""confectioners' sugar"", 'real maple syrup']"
Sour Cream Coffee Cake,"['1 cup white sugar', '1/2 cup butter', '2 cups all-purpose flour', '1 (16 ounce) container reduced-fat sour cream', '2 eggs, beaten', '1 teaspoon vanilla extract', '1 teaspoon baking powder', '1 teaspoon baking soda', '1/2 teaspoon salt (optional)', '1/2 cup chopped walnuts', '1/2 cup white sugar', '2 teaspoons ground cinnamon']","['white sugar', 'butter', 'all-purpose flour', '(16 ounce) container reduced-fat sour cream', ', beaten', 'vanilla extract', 'baking powder', 'baking soda', 'salt (optional)', 'chopped walnuts', 'white sugar', 'ground cinnamon']"
Southern Red Velvet Cake,"['Vegetable oil for the pans', '2 1/2 cups all-purpose flour', '1 1/2 cups sugar', '1 teaspoon baking soda', '1 teaspoon fine salt', '1 teaspoon cocoa powder', '1 1/2 cups vegetable oil', '1 cup buttermilk, at room temperature', '2 large eggs, at room temperature', '2 tablespoons red food coloring (1 ounce)', '1 teaspoon white distilled vinegar', '1 teaspoon vanilla extract', 'Cream Cheese Frosting, recipe follows', 'Crushed pecans, for garnish', '1 pound cream cheese, softened', ""4 cups sifted confectioners' sugar"", '2 sticks unsalted butter (1 cup), softened', '1 teaspoon vanilla extract']","['Vegetable oil for the pans', '1/2 cups all-purpose flour', '1/2 cups sugar', 'baking soda', 'fine salt', 'cocoa powder', '1/2 cups vegetable oil', 'buttermilk, at room temperature', 'eggs, at room temperature', 'red food coloring (1 ounce)', 'white distilled vinegar', 'vanilla extract', 'Cream Cheese Frosting, recipe follows', 'Crushed pecans, for garnish', 'cream cheese, softened', ""sifted confectioners' sugar"", 'unsalted butter (1 cup), softened', 'vanilla extract']"
Strawberry Country Cake,"['12 tablespoons (1 1/2 sticks) unsalted butter, at room temperature', '2 cups sugar', '4 extra-large eggs, at room temperature', '3/4 cup sour cream, at room temperature', '1/2 teaspoon grated lemon zest', '1/2 teaspoon grated orange zest', '1/2 teaspoon pure vanilla extract', '2 cups all-purpose flour', '1/4 cup cornstarch', '1/2 teaspoon kosher salt', '1 teaspoon baking soda', '1 cup (1/2 pint) heavy cream, chilled', '3 tablespoons sugar', '1/2 teaspoon pure vanilla extract', '1 pint fresh strawberries, hulled and sliced']","['(1 1/2 sticks) unsalted butter, at room temperature', 'sugar', '-large eggs, at room temperature', 'sour cream, at room temperature', 'grated lemon zest', 'grated orange zest', 'pure vanilla extract', 'all-purpose flour', 'cornstarch', 'kosher salt', 'baking soda', '(1/2 pint) heavy cream, chilled', 'sugar', 'pure vanilla extract', 'fresh strawberries, hulled and sliced']"
Strawberry Shortcake Cake,"['9 tablespoons unsalted butter, softened, plus more for greasing', '1 1/2 cups all-purpose flour, plus more for dusting', '3 tablespoons cornstarch', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 1/2 cups plus 2 tablespoons granulated sugar', '3 whole large eggs', '1/2 cup sour cream, at room temperature', '1 teaspoon vanilla extract', '1 pound strawberries, plus more to garnish, optional', '1 1/2 pounds powdered sugar, sifted', '8 ounces cream cheese, at room temperature', '2 sticks unsalted butter, softened', '1 teaspoon vanilla extract', 'Dash salt']","['unsalted butter, softened, plus more for greasing', '1/2 cups all-purpose flour, plus more for dusting', 'cornstarch', 'baking soda', 'salt', '1/2 cups plus 2 tablespoons granulated sugar', 'large eggs', 'sour cream, at room temperature', 'vanilla extract', 'strawberries, plus more to garnish, optional', '1/2 pounds powdered sugar, sifted', 'cream cheese, at room temperature', 'unsalted butter, softened', 'vanilla extract', 'Dash salt']"
Sunny's German Chocolate Cake Cookies,"['2 sticks butter, softened', '1 cup light brown sugar', '1 cup granulated sugar', '2 teaspoons vanilla extract', '2 large eggs, beaten', '2 1/4 cups all-purpose flour', ""1/2 cup unsweetened cocoa, such as Hershey's"", '1 teaspoon baking soda', 'Pinch salt', '1 cup semisweet chocolate chips', ""1 cup shredded sweetened coconut, such as Baker's Angel Flake Coconut"", '1 cup chopped pecans']","['butter, softened', 'light brown sugar', 'granulated sugar', 'vanilla extract', 'eggs, beaten', '1/4 cups all-purpose flour', ""unsweetened cocoa, such as Hershey's"", 'baking soda', 'Pinch salt', 'semisweet chocolate chips', ""shredded sweetened coconut, such as Baker's Angel Flake Coconut"", 'chopped pecans']"
Texas Sheet Cake with Chocolate Ganache,"['1 cup (2 sticks) unsalted butter, plus more for the pan', '2 cups self-rising flour, plus more for the pan', '2 cups sugar', '2 large eggs, beaten', '1/2 cup sour cream', '1 teaspoon almond extract', '8 ounces semisweet chocolate chips', '3/4 cup heavy cream', '2 tablespoons light corn syrup']","['(2 sticks) unsalted butter, plus more for the pan', 'self-rising flour, plus more for the pan', 'sugar', 'eggs, beaten', 'sour cream', 'almond extract', 'semisweet chocolate chips', 'heavy cream', 'light corn syrup']"
Three-Layer Carrot Cake,"['2 cups all-purpose flour, sifted after measuring', '1 teaspoon salt', '2 teaspoons baking soda', '1 tablespoon ground Ceylon cinnamon', '1 tablespoon cocoa powder', '1 cup light brown sugar', '1 cup granulated sugar', '1 1/4 cups peanut oil', '4 eggs', '1 tablespoon vanilla extract', '3 cups finely grated carrots', '1 1/2 cups pecans, chopped, not too finely', 'Frosting, recipe follows', '12 tablespoons (1 1/2 sticks) unsalted butter, chilled and cut into 2-inch pieces', '24 ounces cream cheese, chilled', ""1 1/2 cups confectioners' sugar, sifted"", '1 teaspoon vanilla', '1 1/2 cups chopped pecans']","['all-purpose flour, sifted after measuring', 'salt', 'baking soda', 'ground Ceylon cinnamon', 'cocoa powder', 'light brown sugar', 'granulated sugar', '1/4 cups peanut oil', '', 'vanilla extract', 'finely grated carrots', '1/2 cups pecans, chopped, not too finely', 'Frosting, recipe follows', '(1 1/2 sticks) unsalted butter, chilled and cut into 2-inch pieces', 'cream cheese, chilled', ""1/2 cups confectioners' sugar, sifted"", 'vanilla', '1/2 cups chopped pecans']"
Tres Leche Cake,"['Vegetable oil', '6 3/4 ounces cake flour, plus extra for pan', '1 teaspoon baking powder', '1/2 teaspoon kosher salt', '4 ounces unsalted butter, room temperature', '8 ounces sugar', '5 whole eggs', '1 1/2 teaspoons vanilla extract', '1 (12-ounce) can evaporated milk', '1 (14-ounce) can sweetened condensed milk', '1 cup half-and-half', '2 cups heavy cream', '8 ounces sugar', '1 teaspoon vanilla extract']","['Vegetable oil', '3/4 ounces cake flour, plus extra for pan', 'baking powder', 'kosher salt', 'unsalted butter, room temperature', 'sugar', 'eggs', '1/2 teaspoons vanilla extract', '(12-ounce) can evaporated milk', '(14-ounce) can sweetened condensed milk', 'half-and-half', 'heavy cream', 'sugar', 'vanilla extract']"
Tres Leches Cake,"['Nonstick cooking spray, for the cake pan', '1 1/2 cups all-purpose flour, plus more for dusting the cake pan', '1 tablespoon baking powder', '4 large eggs, separated', '1 1/2 cups sugar', '1/2 cup whole milk', '1 (14-ounce) can sweetened condensed milk', '1 (12-ounce) can evaporated milk', '2 cups heavy cream, divided', '3 tablespoons orange liqueur (recommended: Grand Marnier)', '1 tablespoon powdered sugar', '1/2 teaspoon ground cinnamon']","['Nonstick cooking spray, for the cake pan', '1/2 cups all-purpose flour, plus more for dusting the cake pan', 'baking powder', 'eggs, separated', '1/2 cups sugar', 'whole milk', '(14-ounce) can sweetened condensed milk', '(12-ounce) can evaporated milk', 'heavy cream, divided', 'orange liqueur (recommended: Grand Marnier)', 'powdered sugar', 'ground cinnamon']"
1-2-3 Cherry Poke Cake,"['1 (16 ounce) loaf frozen pound cake, thawed', '3/4 cup boiling water', '1 (3 ounce) package JELL-O Cherry Flavor Gelatin', '1/4 cup cold water', ""1 ounce BAKER'S Semi-Sweet Chocolate"", '2 cups thawed COOL WHIP Whipped Topping, divided', '1 1/2 cups cherry pie filling, divided']","['(16 ounce) loaf frozen pound cake, thawed', 'boiling water', '(3 ounce) package JELL-O Cherry Flavor Gelatin', 'cold water', ""BAKER'S Semi-Sweet Chocolate"", 'thawed COOL WHIP Whipped Topping, divided', '1/2 cups cherry pie filling, divided']"
10-Minute Chocolate Mug Cake,"['5 tablespoons white sugar', '1/4 cup all-purpose flour', '3 tablespoons milk', '3 tablespoons olive oil', '2 tablespoons unsweetened cocoa powder', '1 egg', '1 dash pure vanilla extract', '1 pinch salt']","['white sugar', 'all-purpose flour', 'milk', 'olive oil', 'unsweetened cocoa powder', '', 'pure vanilla extract', 'salt']"
3 Milk Cake or Tres Leches,"['6 eggs, separated', '2 cups white sugar', '2 cups all-purpose flour', '6 tablespoons milk', '1/4 cup butter, melted', '4 teaspoons vanilla extract', '4 teaspoons baking powder', '1 (14 ounce) can sweetened condensed milk', '1 (12 ounce) can evaporated milk', '1 cup half-and-half', '1 (4 ounce) package cream cheese, softened', '1 teaspoon vanilla extract', '2 cups heavy whipping cream']","[', separated', 'white sugar', 'all-purpose flour', 'milk', 'butter, melted', 'vanilla extract', 'baking powder', '(14 ounce) can sweetened condensed milk', '(12 ounce) can evaporated milk', 'half-and-half', '(4 ounce) package cream cheese, softened', 'vanilla extract', 'heavy whipping cream']"
4-Layer Chocolate Strawberry Cake,"[""2 (15.25 ounce) packages devil's food cake mix (such as Duncan HinesÂ®)"", '2 cups water', '6 eggs', '2/3 cup vegetable oil', '3 (16 ounce) cans prepared chocolate frosting', '1 (8 ounce) container whipped cream topping, or more to taste', '1 (16 ounce) package ripe strawberries, sliced']","[""(15.25 ounce) packages devil's food cake mix (such as Duncan HinesÂ®)"", 'water', '', 'vegetable oil', '(16 ounce) cans prepared chocolate frosting', '(8 ounce) container whipped cream topping, or more to taste', '(16 ounce) package ripe strawberries, sliced']"
5-Minute Microwave NutellaÂ® Cake,"['1/4 cup self-rising flour', '1/4 cup white sugar', '1 egg', '3 tablespoons vegetable oil', '3 tablespoons milk', '2 tablespoons unsweetened cocoa powder, or more to taste', '2 tablespoons chocolate-hazelnut spread (such as NutellaÂ®), or more to taste', '1/2 teaspoon salt', '1/2 teaspoon vanilla extract']","['self-rising flour', 'white sugar', '', 'vegetable oil', 'milk', 'unsweetened cocoa powder, or more to taste', 'chocolate-hazelnut spread (such as NutellaÂ®), or more to taste', 'salt', 'vanilla extract']"
7 UpÂ® Cake,"['Cake:', '3 cups white sugar', '1 1/2 cups butter, softened', '5 eggs', '3 cups all-purpose flour, sifted', '2 tablespoons lemon extract', '1 cup lemon-lime carbonated beverage (such as 7UpÂ®)', 'Glaze:', ""1 cup sifted confectioners' sugar"", '1/4 cup milk', '1/2 teaspoon vanilla extract']","['Cake:', 'white sugar', '1/2 cups butter, softened', '', 'all-purpose flour, sifted', 'lemon extract', 'lemon-lime carbonated beverage (such as 7UpÂ®)', 'Glaze:', ""sifted confectioners' sugar"", 'milk', 'vanilla extract']"
